1,1,949.8000000000001,903.6000000000007,291.6000000000003,395.99999999999966,1.0,2,-1.0,-1.0
1,2,2944.2000000000044,1270.8000000000006,280.80000000000103,223.1999999999993,1.0,1,-1.0,-1.0
1,3,1439.3999999999999,1090.8000000000002,172.79999999999998,147.60000000000005,1.0,1,-1.0,-1.0
1,4,1471.8000000000002,1004.3999999999999,154.79999999999944,133.1999999999997,1.0,1,-1.0,-1.0
2,1,943.1809523809526,906.8095238095245,295.0380952380955,402.1809523809521,1.0,2,-1.0,-1.0
2,2,2925.9975000000045,1259.8200000000008,277.04250000000144,220.2299999999993,1.0,1,-1.0,-1.0
2,3,1435.4625,1101.8250000000003,176.73749999999995,149.85000000000014,1.0,1,-1.0,-1.0
2,4,1469.6625000000004,1012.3874999999997,157.27499999999947,136.1249999999997,1.0,1,-1.0,-1.0
3,1,936.5619047619049,910.0190476190484,298.4761904761907,408.3619047619045,1.0,2,-1.0,-1.0
3,2,2907.7950000000046,1248.840000000001,273.28500000000184,217.25999999999928,1.0,1,-1.0,-1.0
3,3,1431.525,1112.8500000000001,180.67499999999993,152.10000000000022,1.0,1,-1.0,-1.0
3,4,1467.5250000000003,1020.3749999999998,159.74999999999943,139.04999999999967,1.0,1,-1.0,-1.0
4,1,929.9428571428573,913.2285714285722,301.9142857142859,414.54285714285686,1.0,2,-1.0,-1.0
4,2,2889.592500000005,1237.8600000000013,269.5275000000022,214.28999999999925,1.0,1,-1.0,-1.0
4,3,1427.5875,1123.8750000000002,184.6124999999999,154.3500000000003,1.0,1,-1.0,-1.0
4,4,1465.3875000000003,1028.3624999999997,162.22499999999945,141.97499999999965,1.0,1,-1.0,-1.0
5,1,923.3238095238097,916.438095238096,305.3523809523811,420.7238095238093,1.0,2,-1.0,-1.0
5,2,2871.3900000000053,1226.8800000000015,265.7700000000026,211.31999999999917,1.0,1,-1.0,-1.0
5,3,1423.6499999999999,1134.9,188.54999999999987,156.6000000000004,1.0,1,-1.0,-1.0
5,4,1463.2500000000002,1036.3499999999997,164.69999999999945,144.89999999999966,1.0,1,-1.0,-1.0
6,1,916.7047619047621,919.64761904762,308.7904761904763,426.9047619047617,1.0,2,-1.0,-1.0
6,2,2853.1875000000055,1215.900000000002,262.012500000003,208.34999999999917,1.0,1,-1.0,-1.0
6,3,1419.7124999999999,1145.9250000000002,192.48749999999984,158.85000000000045,1.0,1,-1.0,-1.0
6,4,1461.1125000000002,1044.3374999999996,167.17499999999947,147.82499999999965,1.0,1,-1.0,-1.0
7,1,910.0857142857144,922.8571428571438,312.2285714285715,433.08571428571406,1.0,2,-1.0,-1.0
7,2,2835.5583333333393,1208.3333333333355,257.3083333333366,206.2333333333325,1.0,1,-1.0,-1.0
7,3,1415.775,1156.95,196.42499999999978,161.10000000000053,1.0,1,-1.0,-1.0
7,4,1458.9750000000001,1052.3249999999998,169.64999999999944,150.7499999999996,1.0,1,-1.0,-1.0
8,1,903.4666666666668,926.0666666666677,315.66666666666674,439.2666666666665,1.0,2,-1.0,-1.0
8,2,2817.9291666666727,1200.7666666666692,252.60416666667015,204.11666666666585,1.0,1,-1.0,-1.0
8,3,1411.8375,1167.9750000000001,200.36249999999976,163.35000000000062,1.0,1,-1.0,-1.0
8,4,1456.8375000000003,1060.3124999999998,172.12499999999946,153.6749999999996,1.0,1,-1.0,-1.0
9,1,896.8476190476192,929.2761904761916,319.1047619047619,445.44761904761884,1.0,2,-1.0,-1.0
9,2,2803.972000000006,1188.8800000000026,249.84400000000332,201.9999999999991,1.0,1,-1.0,-1.0
9,3,1407.9,1179.0000000000002,204.29999999999973,165.6000000000007,1.0,1,-1.0,-1.0
9,4,1454.7000000000003,1068.2999999999997,174.59999999999945,156.5999999999996,1.0,1,-1.0,-1.0
10,1,890.2285714285716,932.4857142857155,322.54285714285714,451.62857142857126,1.0,2,-1.0,-1.0
10,2,2790.01483333334,1176.9933333333358,247.08383333333643,199.88333333333242,1.0,1,-1.0,-1.0
10,3,1403.9624999999999,1190.0250000000003,208.23749999999967,167.8500000000008,1.0,1,-1.0,-1.0
10,4,1452.5625000000002,1076.2874999999997,177.07499999999948,159.52499999999958,1.0,1,-1.0,-1.0
11,1,883.6095238095239,935.6952380952395,325.9809523809523,457.8095238095237,1.0,2,-1.0,-1.0
11,2,2776.0576666666734,1165.106666666669,244.32366666666954,197.76666666666566,1.0,1,-1.0,-1.0
11,3,1400.0249999999999,1201.0500000000002,212.17499999999964,170.10000000000088,1.0,1,-1.0,-1.0
11,4,1450.4250000000004,1084.2749999999996,179.54999999999944,162.4499999999996,1.0,1,-1.0,-1.0
12,1,876.9904761904764,938.9047619047633,329.41904761904755,463.99047619047604,1.0,2,-1.0,-1.0
12,2,2762.100500000007,1153.2200000000025,241.5635000000027,195.64999999999893,1.0,1,-1.0,-1.0
12,3,1396.0875,1212.0750000000003,216.11249999999964,172.35000000000096,1.0,1,-1.0,-1.0
